Problem,Package,File,Priority,Line,Description,Rule set,Rule
1,edu.stanford.nlp.ie.crf,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\ie\crf\TestThreadedCRFClassifier.java,3,174,Avoid unused local variables such as 'repeatNum'.,Best Practices,UnusedLocalVariable
1,edu.stanford.nlp.international.spanish,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\international\spanish\SpanishTokenizerITest.java,3,126,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
1,edu.stanford.nlp.io,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\io\IOUtilsITest.java,3,41,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
2,edu.stanford.nlp.io,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\io\IOUtilsITest.java,3,52,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
1,edu.stanford.nlp.ling.tokensregex,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\ling\tokensregex\TokenSequenceMatcherITest.java,3,34,"Possible God Class (WMC=50, ATFD=20, TCC=14.170%)",Design,GodClass
2,edu.stanford.nlp.ling.tokensregex,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\ling\tokensregex\TokenSequenceMatcherITest.java,3,1735,Avoid unused local variables such as 'p'.,Best Practices,UnusedLocalVariable
1,edu.stanford.nlp.naturalli,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\naturalli\OperatorScopeITest.java,3,28,This class has a bunch of public methods and attributes,Design,ExcessivePublicCount
2,edu.stanford.nlp.naturalli,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\naturalli\OperatorScopeITest.java,3,64,Access to field `subjectBegin` on foreign value `guess.get()` (degree 1),Design,LawOfDemeter
3,edu.stanford.nlp.naturalli,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\naturalli\OperatorScopeITest.java,3,65,Access to field `subjectEnd` on foreign value `guess.get()` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.parser.dvparser,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\dvparser\DVParserCostAndGradientITest.java,3,23,Access to field `lexOptions` on foreign value `op` (degree 1),Design,LawOfDemeter
2,edu.stanford.nlp.parser.dvparser,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\dvparser\DVParserCostAndGradientITest.java,3,26,Access to field `lexOptions` on foreign value `op` (degree 1),Design,LawOfDemeter
3,edu.stanford.nlp.parser.dvparser,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\dvparser\DVParserCostAndGradientITest.java,3,50,Access to field `binaryTransform` on foreign value `dvModel` (degree 1),Design,LawOfDemeter
4,edu.stanford.nlp.parser.dvparser,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\dvparser\DVParserCostAndGradientITest.java,3,51,Access to field `binaryScore` on foreign value `dvModel` (degree 1),Design,LawOfDemeter
5,edu.stanford.nlp.parser.dvparser,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\dvparser\DVParserCostAndGradientITest.java,3,52,Access to field `unaryTransform` on foreign value `dvModel` (degree 1),Design,LawOfDemeter
6,edu.stanford.nlp.parser.dvparser,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\dvparser\DVParserCostAndGradientITest.java,3,53,Access to field `unaryScore` on foreign value `dvModel` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.parser.lexparser,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\lexparser\BuildLexicalizedParserITest.java,3,198,Access to field `parserFile` on foreign value `test` (degree 1),Design,LawOfDemeter
2,edu.stanford.nlp.parser.lexparser,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\lexparser\BuildLexicalizedParserITest.java,3,209,Access to field `textFile` on foreign value `test` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.parser.lexparser,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\lexparser\LexicalizedParserITest.java,3,84,Access to field `tlpParams` on foreign value `englishParser.getOp()` (degree 1),Design,LawOfDemeter
2,edu.stanford.nlp.parser.lexparser,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\lexparser\LexicalizedParserITest.java,3,94,Access to field `tlpParams` on foreign value `chineseParser.getOp()` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.parser.lexparser,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\lexparser\ThreadedParserSlowITest.java,3,178,Avoid unused local variables such as 'factoredInput'.,Best Practices,UnusedLocalVariable
2,edu.stanford.nlp.parser.lexparser,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\lexparser\ThreadedParserSlowITest.java,3,181,Avoid unused local variables such as 'factoredResults'.,Best Practices,UnusedLocalVariable
1,edu.stanford.nlp.parser.nndep,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\nndep\CoNLLReadingITest.java,3,86,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
1,edu.stanford.nlp.parser.shiftreduce,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\parser\shiftreduce\ShiftReduceParserITest.java,3,38,Avoid unused local variables such as 'result'.,Best Practices,UnusedLocalVariable
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\ChineseSerializationITest.java,3,38,Access to field `second` on foreign value `pair` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\CoNLLUOutputterITest.java,3,30,Avoid unused local variables such as 'actual'.,Best Practices,UnusedLocalVariable
2,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\CoNLLUOutputterITest.java,3,32,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\CoreWrapperITest.java,3,160,Access to field `second` on foreign value `pair` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\CorefAnnotatorSanityITest.java,3,39,Avoid unused local variables such as 'outputHeading'.,Best Practices,UnusedLocalVariable
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\MWTProtobufSerializationITest.java,3,41,Access to field `second` on foreign value `pair` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\ProtobufAnnotationSerializerSlowITest.java,3,31,"Possible God Class (WMC=96, ATFD=17, TCC=1.058%)",Design,GodClass
2,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\ProtobufAnnotationSerializerSlowITest.java,3,265,Access to field `second` on foreign value `pair` (degree 1),Design,LawOfDemeter
3,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\ProtobufAnnotationSerializerSlowITest.java,3,357,Access to field `second` on foreign value `pair` (degree 1),Design,LawOfDemeter
4,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\ProtobufAnnotationSerializerSlowITest.java,3,380,Access to field `second` on foreign value `pair` (degree 1),Design,LawOfDemeter
5,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\ProtobufAnnotationSerializerSlowITest.java,3,413,Access to field `second` on foreign value `pair1` (degree 1),Design,LawOfDemeter
6,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\ProtobufAnnotationSerializerSlowITest.java,3,419,Call to `get` on foreign value `readDoc` (degree 2),Design,LawOfDemeter
7,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\ProtobufAnnotationSerializerSlowITest.java,3,432,Access to field `second` on foreign value `pair` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\ProtobufSerializationSanityITest.java,3,137,Access to field `second` on foreign value `pair` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\QuoteAnnotatorITest.java,3,15,"Possible God Class (WMC=61, ATFD=23, TCC=3.885%)",Design,GodClass
2,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\QuoteAnnotatorITest.java,3,15,This class has a bunch of public methods and attributes,Design,ExcessivePublicCount
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\StanfordCoreNLPITest.java,3,32,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
2,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\StanfordCoreNLPITest.java,3,48,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\StanfordCoreNLPServerITest.java,3,98,Call to `getOutputStream` on foreign value `connection` (degree 1),Design,LawOfDemeter
2,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\StanfordCoreNLPServerITest.java,3,99,Call to `getOutputStream` on foreign value `connection` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\StanfordCoreNLPSlowITest.java,3,55,Avoid unused local variables such as 'files'.,Best Practices,UnusedLocalVariable
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\ThreadedStanfordCoreNLPSlowITest.java,3,84,Access to field `annotations` on foreign value `threads[i]` (degree 1),Design,LawOfDemeter
2,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\ThreadedStanfordCoreNLPSlowITest.java,3,93,Access to field `annotations` on foreign value `threads[j]` (degree 1),Design,LawOfDemeter
3,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\ThreadedStanfordCoreNLPSlowITest.java,3,94,Access to field `annotations` on foreign value `threads[j]` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\TokenBeginEndAnnotationITest.java,3,35,Avoid unused local variables such as 'xmlDocContents'.,Best Practices,UnusedLocalVariable
1,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\TokenizerBenchmarkTestCase.java,3,240,Access to field `goldTokensList` on foreign value `testExample` (degree 1),Design,LawOfDemeter
2,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\TokenizerBenchmarkTestCase.java,3,240,Call to `stream` on foreign value `testExample.goldTokensList` (degree 2),Design,LawOfDemeter
3,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\TokenizerBenchmarkTestCase.java,3,242,Access to field `systemTokensList` on foreign value `testExample` (degree 1),Design,LawOfDemeter
4,edu.stanford.nlp.pipeline,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\pipeline\TokenizerBenchmarkTestCase.java,3,242,Call to `stream` on foreign value `testExample.systemTokensList` (degree 2),Design,LawOfDemeter
1,edu.stanford.nlp.process,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\process\TSVSentenceIteratorITest.java,3,72,Access to field `document` on foreign value `sentence` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.sentiment,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\sentiment\SentimentTrainingITest.java,3,21,Access to field `numHid` on foreign value `op` (degree 1),Design,LawOfDemeter
2,edu.stanford.nlp.sentiment,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\sentiment\SentimentTrainingITest.java,3,23,Access to field `randomSeed` on foreign value `op` (degree 1),Design,LawOfDemeter
3,edu.stanford.nlp.sentiment,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\sentiment\SentimentTrainingITest.java,3,36,Access to field `numHid` on foreign value `op` (degree 1),Design,LawOfDemeter
4,edu.stanford.nlp.sentiment,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\sentiment\SentimentTrainingITest.java,3,37,Access to field `trainOptions` on foreign value `op` (degree 1),Design,LawOfDemeter
5,edu.stanford.nlp.sentiment,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\sentiment\SentimentTrainingITest.java,3,38,Access to field `trainOptions` on foreign value `op` (degree 1),Design,LawOfDemeter
6,edu.stanford.nlp.sentiment,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\sentiment\SentimentTrainingITest.java,3,39,Access to field `trainOptions` on foreign value `op` (degree 1),Design,LawOfDemeter
7,edu.stanford.nlp.sentiment,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\sentiment\SentimentTrainingITest.java,3,40,Access to field `trainOptions` on foreign value `op` (degree 1),Design,LawOfDemeter
8,edu.stanford.nlp.sentiment,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\sentiment\SentimentTrainingITest.java,3,42,Access to field `randomSeed` on foreign value `op` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.tagger.maxent,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\tagger\maxent\MulticoreMaxentTaggerITest.java,3,86,Avoid unused local variables such as 'tc'.,Best Practices,UnusedLocalVariable
1,edu.stanford.nlp.time,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\time\SUTimeITest.java,3,15,"Possible God Class (WMC=115, ATFD=31, TCC=2.063%)",Design,GodClass
2,edu.stanford.nlp.time,C:\User\divya\Projects\CoreNLP\itest\src\edu\stanford\nlp\time\SUTimeITest.java,3,1672,Avoid unused local variables such as 'expectedValuesPrevImme'.,Best Practices,UnusedLocalVariable
1,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\AdaptedGaussianPriorObjectiveFunction.java,3,45,Access to field `length` on foreign value `data` (degree 1),Design,LawOfDemeter
2,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\AdaptedGaussianPriorObjectiveFunction.java,3,62,Access to field `length` on foreign value `data` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\Classifier.java,3,93,Access to field `size` on foreign value `testData` (degree 1),Design,LawOfDemeter
1,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,246,"Possible God Class (WMC=517, ATFD=494, TCC=31.216%)",Design,GodClass
2,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,441,Access to field `inputFormat` on foreign value `globalFlags` (degree 1),Design,LawOfDemeter
3,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,448,Access to field `inputFormat` on foreign value `globalFlags` (degree 1),Design,LawOfDemeter
4,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,758,Access to field `biasedHyperplane` on foreign value `globalFlags` (degree 1),Design,LawOfDemeter
5,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,778,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
6,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,984,Access to field `binnedLengths` on foreign value `flags` (degree 1),Design,LawOfDemeter
7,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,985,Access to field `binnedLengths` on foreign value `flags` (degree 1),Design,LawOfDemeter
8,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,985,Access to field `binnedLengths` on foreign value `flags` (degree 1),Design,LawOfDemeter
9,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,986,Access to field `binnedLengths` on foreign value `flags` (degree 1),Design,LawOfDemeter
10,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,986,Access to field `binnedLengths` on foreign value `flags` (degree 1),Design,LawOfDemeter
11,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,986,Access to field `binnedLengths` on foreign value `flags` (degree 1),Design,LawOfDemeter
12,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,988,Access to field `binnedLengthsCounter` on foreign value `flags` (degree 1),Design,LawOfDemeter
13,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,999,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
14,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1003,Access to field `binnedValues` on foreign value `flags` (degree 1),Design,LawOfDemeter
15,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1004,Access to field `binnedValues` on foreign value `flags` (degree 1),Design,LawOfDemeter
16,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1004,Access to field `binnedValues` on foreign value `flags` (degree 1),Design,LawOfDemeter
17,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1005,Access to field `binnedValues` on foreign value `flags` (degree 1),Design,LawOfDemeter
18,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1005,Access to field `binnedValues` on foreign value `flags` (degree 1),Design,LawOfDemeter
19,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1005,Access to field `binnedValues` on foreign value `flags` (degree 1),Design,LawOfDemeter
20,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1007,Access to field `binnedValuesCounter` on foreign value `flags` (degree 1),Design,LawOfDemeter
21,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1015,Access to field `countChars` on foreign value `flags` (degree 1),Design,LawOfDemeter
22,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1022,Access to field `countChars` on foreign value `flags` (degree 1),Design,LawOfDemeter
23,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1029,Access to field `countCharsBins` on foreign value `flags` (degree 1),Design,LawOfDemeter
24,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1030,Access to field `countCharsBins` on foreign value `flags` (degree 1),Design,LawOfDemeter
25,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1030,Access to field `countCharsBins` on foreign value `flags` (degree 1),Design,LawOfDemeter
26,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1031,Access to field `countChars` on foreign value `flags` (degree 1),Design,LawOfDemeter
27,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1031,Access to field `countCharsBins` on foreign value `flags` (degree 1),Design,LawOfDemeter
28,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1031,Access to field `countCharsBins` on foreign value `flags` (degree 1),Design,LawOfDemeter
29,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1031,Access to field `countCharsBins` on foreign value `flags` (degree 1),Design,LawOfDemeter
30,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1060,Access to field `binnedSplitWordCounts` on foreign value `flags` (degree 1),Design,LawOfDemeter
31,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1061,Access to field `binnedSplitWordCounts` on foreign value `flags` (degree 1),Design,LawOfDemeter
32,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1061,Access to field `binnedSplitWordCounts` on foreign value `flags` (degree 1),Design,LawOfDemeter
33,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1062,Access to field `binnedSplitWordCounts` on foreign value `flags` (degree 1),Design,LawOfDemeter
34,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1062,Access to field `binnedSplitWordCounts` on foreign value `flags` (degree 1),Design,LawOfDemeter
35,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1062,Access to field `binnedSplitWordCounts` on foreign value `flags` (degree 1),Design,LawOfDemeter
36,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1118,Access to field `wordNGramBoundaryPattern` on foreign value `flags` (degree 1),Design,LawOfDemeter
37,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1118,Call to `matcher` on foreign value `flags.wordNGramBoundaryPattern` (degree 2),Design,LawOfDemeter
38,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1148,Access to field `NOWORDSHAPE` on foreign value `edu.stanford.nlp.process.WordShapeClassifier` (degree 1),Design,LawOfDemeter
39,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1157,Access to field `wordVectors` on foreign value `flags` (degree 1),Design,LawOfDemeter
40,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1157,Call to `get` on foreign value `flags.wordVectors` (degree 2),Design,LawOfDemeter
41,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1245,Access to field `partialNGramPattern` on foreign value `flags` (degree 1),Design,LawOfDemeter
42,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1245,Call to `matcher` on foreign value `flags.partialNGramPattern` (degree 2),Design,LawOfDemeter
43,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1622,Access to field `binnedLengths` on foreign value `myFlags[col]` (degree 1),Design,LawOfDemeter
44,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1623,Access to field `binnedLengths` on foreign value `myFlags[col]` (degree 1),Design,LawOfDemeter
45,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1624,Access to field `binnedLengths` on foreign value `myFlags[col]` (degree 1),Design,LawOfDemeter
46,edu.stanford.nlp.classify,C:\User\divya\Projects\CoreNLP\src\edu\stanford\nlp\classify\ColumnDataClassifier.java,3,1629,Access to field `binnedLengthsCounter` on foreign value `myFlags[col]` (degree 1),Design,LawOfDemeter
